Transaction,Award ID,Order Number,DUNS,Recipient,Recipient City,Recipient State,Recipient CD,Recipient Country,Pop State,Pop CD,Pop Country,Award Amount,Award Date,Award Type,Awarding Agency,Awarding Bureau,Funding Agency,Funding Bureau,CFDA Code,CFDA Title,Fiscal Year,Role
E643A143-4F49-89B0-C77B-3B0D78697D45,"GS35F0363P","HSCG2314FPCI106",136155178,"ESCGOV","MC LEAN","VA",11,"USA","DC",00,"USA","$3,160.00",03/26/2014,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2014,Prime
86A93331-1048-3906-5CC0-FE7ABE2E848C,"GS35F0363P","HSCETC09F00014",136155178,"ESCGOV","MC LEAN","VA",11,"USA","VA",11,"USA","$200,360.63",03/26/2014,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2014,Prime
F620B9F0-61F1-54F8-DC24-0C49C6476683,"GS35F0363P","HSCETC09F00014",136155178,"ESCGOV","MC LEAN","VA",11,"USA","VA",11,"USA","$158,077.50",09/16/2014,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2014,Prime
80F1E4E8-0FFD-08A2-593C-580C747F26E5,"GS35F0363P","HSCETC09F00014",136155178,"ESCGOV","MC LEAN","VA",11,"USA","VA",11,"USA","$89,873.87",06/06/2014,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2014,Prime
5FBCA4AE-2BFD-02B5-6A8E-8E453225852E,"GS35F0363P","HSCETE13F00063",136155178,"ESCGOV","MC LEAN","VA",11,"USA","DC",00,"USA","$16,000.00",08/14/2013,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2013,Prime
88A17742-2068-AF51-0DDB-8002183EC988,"GS35F0363P","VA25113J0699",136155178,"ESCGOV","MC LEAN","VA",11,"USA","IN",07,"USA","$12,045.87",01/02/2013,Contracts,"Department of Veterans Affairs","Department of Veterans Affairs","Department of Veterans Affairs","Department of Veterans Affairs","","",2013,Prime
43AFBA93-7419-ECE3-EEB2-9D1BB1DA9A93,"GS35F0363P","HSCETE13F00063",136155178,"ESCGOV","MC LEAN","VA",11,"USA","DC",00,"USA","$22,000.00",08/01/2013,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2013,Prime
3317508F-8D2B-752A-C798-BC8B8646C187,"GS35F0363P","FA877013F0511",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$184,287.60",12/12/2012,Contracts,"Department of Defense","Department of the Air Force","Department of Defense","Department of the Air Force","","",2013,Prime
D16488D5-F380-3BAE-E918-CFCC6972EE4C,"GS35F0363P","HSCETC09F00014",136155178,"ESCGOV","MC LEAN","VA",11,"USA","VA",11,"USA","$471,159.98",01/29/2013,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2013,Prime
CA76B7AD-2083-DD74-64F4-732BF4D28B79,"GS35F0363P","N0010413FQ521",136155178,"ESCGOV","MC LEAN","VA",11,"USA","VA",08,"USA","$649,642.48",09/25/2013,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2013,Prime
6A2B4D31-F692-8D9A-8B66-0DB18AB734D1,"GS35F0363P","HSCG2313FPCI109",136155178,"ESCGOV","MC LEAN","VA",11,"USA","DC",00,"USA","$1,516.00",09/24/2013,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2013,Prime
66CB076A-E3FA-E5A3-8B64-7EA9F5676323,"GS35F0363P","HSCETC09F00014",136155178,"ESCGOV","MC LEAN","VA",11,"USA","VA",11,"USA","$1,441,418.95",08/30/2013,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2013,Prime
FF0B8DE9-68F4-6A01-8562-98B38FE0D577,"GS35F0363P","HSCETC09F00014",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$152,000.00",08/14/2010,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2010,Prime
81C313CA-0D50-9EE4-A214-9164BB3A7C88,"GS35F0363P","FA469012F0005",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$29,424.98",10/26/2011,Contracts,"Department of Defense","Department of the Air Force","Department of Defense","Department of the Air Force","","",2012,Prime
0F49363C-4FC3-6742-2F4E-4C0CDF068B89,"GS35F0363P","GSI0012AA0031",136155178,"ESCGOV","MC LEAN","VA",10,"USA","DC",00,"USA","$160,751.50",11/30/2011,Contracts,"General Services Administration","Office of the Chief People Officer","General Services Administration","Office of the Chief Information Officer","","",2012,Prime
CEACE389-2744-BFF5-F3AE-7027330882A0,"GS35F0363P","HSBP1012F00097",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$3,271,282.00",04/04/2012,Contracts,"Department of Homeland Security","U.S. Customs and Border Protection","Department of Homeland Security","U.S. Customs and Border Protection","","",2012,Prime
38153EE8-2A51-2159-8548-2D54DC7AB8B8,"GS35F0363P","HSCETC09F00014",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$4,320,000.00",09/25/2009,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","N/A","N/A","","",2009,Prime
A262D5C9-0365-905C-5227-0A8E57A6B8E8,"GS35F0363P","AG32SBD120048",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$27,610.79",06/01/2012,Contracts,"Department of Agriculture","Agricultural Research Service","Department of Agriculture","Agricultural Research Service","","",2012,Prime
2C49ADCB-AD3D-1E79-57DE-883E411E486D,"GS35F0363P","HSCETC09F00014",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$46,057.20",09/13/2012,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2012,Prime
658DFD96-33E3-83D9-182F-9726E627F46C,"GS35F0363P","HSCETC09F00014",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$7,413.00",09/18/2012,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2012,Prime
B97C0002-B3F0-B55C-CC43-23F81C562F3B,"GS35F0363P","FA877012F0022",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$136,203.83",09/26/2012,Contracts,"Department of Defense","Department of the Air Force","Department of Defense","Department of the Air Force","","",2012,Prime
06925517-02A8-09A2-A9A5-2A92CA93F0E3,"HSHQDC11A00040","HSHQDC14J00139",136155178,"ESCGOV","MC LEAN","VA",11,"USA","DC",00,"USA","$37,626.20",04/14/2014,Contracts,"Department of Homeland Security","Office of the Secretary, Department of Homeland Security","Department of Homeland Security","Office of the Secretary, Department of Homeland Security","","",2014,Prime
4A1E9801-EF75-8455-0222-18065A41CD48,"HSHQDC11A00040","HSSCCG13F00630",136155178,"ESCGOV","MC LEAN","VA",11,"USA","DC",00,"USA","$1,753,530.00",08/07/2014,Contracts,"Department of Homeland Security","U.S. Citizenship and Immigration Services","Department of Homeland Security","U.S. Citizenship and Immigration Services","","",2014,Prime
D15DD674-6922-297C-C0E2-9DBEA5A08E5F,"HSHQDC11A00040","HSCETE14J00112",136155178,"ESCGOV","MC LEAN","VA",11,"USA","VA",11,"USA","$249,732.36",06/25/2014,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2014,Prime
0C22DCD8-0DF7-844A-D294-92E6FF9A3FEF,"HSHQDC11A00040","HSCGG314JPWE002",136155178,"ESCGOV","MC LEAN","VA",11,"USA","VA",11,"USA","$454,792.45",04/01/2014,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2014,Prime
568069B0-1751-49B6-B690-DBD02EA933A1,"HSHQDC11A00040","HSHQDC15F00130",136155178,"ESCGOV","MC LEAN","VA",11,"USA","DC",00,"USA","$65,532.00",06/30/2015,Contracts,"Department of Homeland Security","Office of the Secretary, Department of Homeland Security","Department of Homeland Security","Office of the Secretary, Department of Homeland Security","","",2015,Prime
C7CBC9D6-AA84-9C37-248C-A37C0B6D048A,"HSHQDC11A00040","HSFE3014J0001",136155178,"ESCGOV","MC LEAN","VA",11,"USA","DC",00,"USA","$37,249.05",11/22/2013,Contracts,"Department of Homeland Security","Federal Emergency Management Agency","Department of Homeland Security","Federal Emergency Management Agency","","",2014,Prime
7CE92748-3706-B15D-2A54-B20E7B911B55,"HSHQDC11A00040","HSTS0213JOIA168",136155178,"ESCGOV","MC LEAN","VA",11,"USA","VA",08,"USA","$1,189,832.00",09/27/2013,Contracts,"Department of Homeland Security","Transportation Security Administration","Department of Homeland Security","Transportation Security Administration","","",2013,Prime
F7712EEE-160F-4ABC-9545-B30D8A493CF9,"HSHQDC11A00040","HSSS0115J0077",136155178,"ESCGOV","MC LEAN","VA",11,"USA","VA",11,"USA","$31,223.24",04/16/2015,Contracts,"Department of Homeland Security","U.S. Secret Service","Department of Homeland Security","U.S. Secret Service","","",2015,Prime
65E28142-B70F-49B7-8BEF-E7AA3E46DF4E,"HSHQDC11A00040","HSCETE15J00135",136155178,"ESCGOV","MC LEAN","VA",11,"USA","DC",00,"USA","$1,054,543.48",04/17/2015,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2015,Prime
71B6F0DD-3C05-523F-162C-2862B2BA1426,"HSHQDC11A00040","HSTS0311JCIO390",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$345,326.03",09/29/2011,Contracts,"Department of Homeland Security","Transportation Security Administration","Department of Homeland Security","Transportation Security Administration","","",2011,Prime
6A716B3D-5086-1109-D7B3-660F0CB84314,"HSHQDC11A00040","HSCETE12J00514",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",08,"USA","$9,789.09",09/27/2012,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2012,Prime
2186E843-0BAD-8A43-1CED-FCCF0510446E,"HSHQDC11A00040","HSHQDC12J00107",136155178,"ESCGOV","MC LEAN","VA",10,"USA","DC",00,"USA","$35,554.26",04/16/2012,Contracts,"Department of Homeland Security","Office of the Secretary, Department of Homeland Security","Department of Homeland Security","Office of the Secretary, Department of Homeland Security","","",2012,Prime
164FF308-73E2-551D-FF7A-2F94BADFD9DE,"HSHQDC11A00040","HSCG3812J900134",136155178,"ESCGOV","MC LEAN","VA",10,"USA","NC",01,"USA","$6,289.28",08/27/2012,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2012,Prime
34782B3B-0E03-C4CB-E992-28BBBA1046F4,"HSHQDC11A00040","HSCETE12J00188",136155178,"ESCGOV","MC LEAN","VA",10,"USA","DC",00,"USA","$452,456.37",05/31/2012,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2012,Prime
DBBBFCA2-9C6E-617D-92D9-AF95FC8E97D2,"HSHQDC11A00040","HSSS0112J0097",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$21,827.75",04/09/2012,Contracts,"Department of Homeland Security","U.S. Secret Service","Department of Homeland Security","U.S. Secret Service","","",2012,Prime
6F1BB618-D571-55E8-182C-F66C7CA53EE7,"HSHQDC11A00040","HSTS0312JCIO353",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$7,743.70",09/19/2012,Contracts,"Department of Homeland Security","Transportation Security Administration","Department of Homeland Security","Transportation Security Administration","","",2012,Prime
E9A54B8A-B8B8-3F6B-9271-AA096B55137C,"HSHQDC11A00040","HSCG3812J900072",136155178,"ESCGOV","MC LEAN","VA",10,"USA","NC",01,"USA","$7,452.81",03/08/2012,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2012,Prime
CBAC67FD-4AB2-D751-035B-7EAF89ACAC73,"HSHQDC11A00040","HSHQVT12J00010",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",08,"USA","$67,592.26",09/18/2012,Contracts,"Department of Homeland Security","Office of the Secretary, Department of Homeland Security","Department of Homeland Security","Office of the Secretary, Department of Homeland Security","","",2012,Prime
00F1E4E4-2C8B-98C7-6D67-30C905649F65,"HSHQDC11A00040","HSCETE12J00456",136155178,"ESCGOV","MC LEAN","VA",10,"USA","DC",00,"USA","$181,205.44",08/20/2012,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2012,Prime
1706678C-50B2-3433-E2E4-B7EAF3416494,"HSHQDC11A00040","HSCETE12J00448",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$4,416.00",08/21/2012,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2012,Prime
C7889363-225E-05A4-4A2D-260361A9014F,"HSHQDC11A00040","HSTS0312JTTC142",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$47,997.47",06/27/2012,Contracts,"Department of Homeland Security","Transportation Security Administration","Department of Homeland Security","Transportation Security Administration","","",2012,Prime
EAA57D21-AD5D-5011-2480-0A79CEADBF92,"HSHQDC11A00040","HSCETE12J00514",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",08,"USA","$35,787.83",08/28/2012,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2012,Prime
84F75B6F-28E9-8C3A-2FCE-3AE65F46AD75,"HSHQDC11A00040","HSTS0712JFAM061",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$28,298.14",03/27/2012,Contracts,"Department of Homeland Security","Transportation Security Administration","Department of Homeland Security","Transportation Security Administration","","",2012,Prime
A9311DAE-D8B0-627E-92C6-39A7475693DF,"HSHQDC11A00040","HSSS0112J0095",136155178,"ESCGOV","MC LEAN","VA",10,"USA","DC",00,"USA","$34,334.24",04/04/2012,Contracts,"Department of Homeland Security","U.S. Secret Service","Department of Homeland Security","U.S. Secret Service","","",2012,Prime
E7A8DB0D-4EE6-C154-84B3-EE18452B5956,"HSHQDC11A00040","HSHQDC12J00377",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$480,990.99",09/19/2012,Contracts,"Department of Homeland Security","Office of the Secretary, Department of Homeland Security","Department of Homeland Security","Office of the Secretary, Department of Homeland Security","","",2012,Prime
77EA5BA8-84B6-774C-1CA0-C72441F64FBF,"HSHQDC11A00040","HSCG3812J900045",136155178,"ESCGOV","MC LEAN","VA",10,"USA","NC",01,"USA","$1,602,560.21",11/22/2011,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2012,Prime
F09674E8-2DCE-B861-2ACD-706A90D287CA,"HSHQDC11A00040","HSCG3813J900002",136155178,"ESCGOV","MC LEAN","VA",10,"USA","NC",01,"USA","$96,289.91",09/22/2012,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2012,Prime
733B6C32-F107-A0DF-3C3C-77C41B0AD199,"HSHQDC11A00040","HSCETE12J00186",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$538,329.20",05/30/2012,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2012,Prime
71C85757-DC87-54F5-72FE-AD08777BD432,"HSHQDC11A00040","HSTS0212JTTC745",136155178,"ESCGOV","MC LEAN","VA",10,"USA","VA",10,"USA","$15,487.37",08/27/2012,Contracts,"Department of Homeland Security","Transportation Security Administration","Department of Homeland Security","Transportation Security Administration","","",2012,Prime
05D055DE-CB40-CA5F-84E7-BE4C10D9D4B7,"HSHQDC11A00040","HSCG2313JRXN657",136155178,"ESCGOV","MC LEAN","VA",11,"USA","DC",00,"USA","$73,050.40",09/27/2013,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2013,Prime
FF374254-13E1-E3C8-85FA-1B674AB0A0AE,"HSHQDC11A00040","HSCG3813J900043",136155178,"ESCGOV","MC LEAN","VA",11,"USA","NC",01,"USA","$649,904.21",03/19/2013,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2013,Prime
60EA2A74-42C3-9415-53BF-3E5C94EE8ED8,"HSHQDC11A00040","HSCETC13J00015",136155178,"ESCGOV","MC LEAN","VA",11,"USA","VA",11,"USA","$452,956.00",03/29/2013,Contracts,"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Department of Homeland Security","U.S. Immigration and Customs Enforcement","","",2013,Prime
C0B9EF36-283A-93A8-88DF-E32BD55CCD86,"HSHQDC11A00040","HSHQDC12J00082",136155178,"ESCGOV","MC LEAN","VA",11,"USA","DC",00,"USA","$6,691.95",01/31/2013,Contracts,"Department of Homeland Security","Office of the Secretary, Department of Homeland Security","Department of Homeland Security","Office of the Secretary, Department of Homeland Security","","",2013,Prime
2895BD4A-F4FC-8DC9-DB33-D9F6D43F0EED,"HSHQDC11A00040","HSHQDC13J00040",136155178,"ESCGOV","MC LEAN","VA",10,"USA","DC",00,"USA","$48,496.80",12/21/2012,Contracts,"Department of Homeland Security","Office of the Secretary, Department of Homeland Security","Department of Homeland Security","U.S. Citizenship and Immigration Services","","",2013,Prime
